2.581471732875788017e-01 3.029503124660051228e-01 4.143773728790466349e-01 8.961599875162791495e-02
5.855529595026106593e-01 9.003529104638420266e-01 2.635738881509120946e-01 4.486087233066580193e-01
3.544318317903844551e-01 4.810554561530573925e-01 1.530898730991492040e-01 6.742702128727284805e-01
6.603803320905718977e-01 6.644201412743192536e-01 8.546254338716587906e-01 9.735269828716227591e-01
3.173183053819141897e-01 5.569828744116648266e-03 8.063997600248290487e-01 6.180556233097125873e-02
6.760430344687682336e-01 1.189854396413048965e-01 4.546667424610776331e-01 1.434433015914878262e-01
6.687529341482949530e-01 3.263844530129140793e-03 2.151534978608379278e-01 9.043476976364984710e-01
8.064907678654694712e-01 1.819483415276076932e-01 3.376976998937372687e-01 2.942706296216027750e-01
7.335267690050759071e-02 5.848487031141952341e-01 8.711943297429172173e-01 6.828550285006129705e-01
4.872382351680685231e-01 9.788851094660767638e-01 8.756318905671207631e-01 2.837138890929116197e-01
9.932909862969309112e-01 6.560652484917992577e-01 7.675342068785276917e-01 7.085661361255395363e-01
7.689776974000093190e-01 5.491052596444748746e-01 1.564180612511117119e-01 3.745529982424814497e-01
5.309173899781355344e-01 6.431775734744050732e-01 8.659196374941411367e-01 6.927928670880356687e-01
8.550093528789474151e-01 3.723974966341980775e-01 7.354699387109460140e-01 7.415349643302040494e-01
4.924617110114308804e-01 9.649108992323519596e-01 3.788141898592646828e-01 9.896374999868532418e-01
9.389324174382351895e-01 8.793027070133233591e-01 9.177698552997205494e-01 7.011370518762685133e-01
3.663821737088926445e-01 5.819202352665173855e-02 9.254075689676867222e-01 8.926178920883769408e-01
5.732557419188836212e-01 5.265796877390938047e-01 1.064373556149776356e-01 3.906927912306419337e-01
2.779527014764352627e-02 8.358177849501779999e-01 3.810879905861980221e-02 4.276858681191150063e-02
9.024346749156720859e-01 5.078236685077754942e-01 6.345179018793896120e-01 4.349983666119716097e-01
8.183694079768818463e-01 4.003297775428701355e-01 8.893646202954925695e-01 8.487846068397157939e-01
4.346725556311255567e-01 5.180694342692268028e-01 9.034762223570635964e-01 1.176976665583014808e-01
3.127504871073852333e-02 6.081001222186616095e-01 4.590103941045415303e-01 9.395960239994320951e-01
3.041395140903838112e-01 1.881814301977442483e-01 7.503701180023759632e-01 9.222861330854746909e-01
7.055697451767357631e-01 5.977991229082441071e-01 2.714354140683004069e-01 2.610161805810307101e-01
8.424365445768436933e-01 4.883459784196549358e-01 8.450348299715060296e-02 1.846517125531504655e-01
8.557246358182206414e-02 4.903323148682200983e-01 3.201891736621829687e-01 8.401472242928065270e-01
2.024030855539631340e-03 1.604071093545353099e-01 3.183952464965937312e-01 5.172012750440936335e-01
6.729392071275480669e-01 6.978328618519479276e-01 6.795985804873256875e-01 3.144488038202098990e-01
6.924564151558343372e-01 4.603390256882530229e-01 4.436305825012838433e-01 6.775921664178997661e-01
9.515637231597502688e-02 3.921359768011029034e-01 5.274478280737584512e-01 2.471686981939207051e-01
7.192271192508642441e-01 1.765879786146358488e-01 9.231323428779614204e-01 1.397117566720719184e-01
9.439431403663287035e-02 1.712931884589635467e-01 1.140559548211565188e-01 7.857390796142194045e-01
3.305179324328073598e-01 7.260706338025229023e-01 3.575193629779527815e-01 9.683217709794169625e-01
1.096819613977764174e-01 6.317527019332952465e-01 2.504092293629300303e-01 8.817184046186717916e-01
4.134554125453507312e-01 4.071311751582339794e-02 4.841458686420880841e-01 2.855892141102064352e-01
3.777928123146487294e-01 2.695169394728581524e-01 6.516289862988806636e-01 9.949843962705435807e-01
2.468279989006109676e-01 9.177310005422469885e-01 7.743555838392131019e-01 4.900577218087762144e-01
1.928503430179768496e-01 4.122473690920069878e-01 3.113268218316048164e-01 9.210161342604540613e-02
6.280917283442161159e-01 1.101123443853667741e-02 6.910165519925421940e-01 7.368606433935018796e-01
5.290086705875593487e-02 9.807370674634329211e-01 5.806061187413923824e-02 1.044656043507354026e-01
2.837486808123040882e-01 2.726309260815736324e-01 5.812036498313583044e-01 3.312253942286066954e-01
5.985514128936945122e-01 2.211521164920175753e-01 8.820601111075806466e-01 5.529149062359847155e-01
9.419508509018548192e-01 4.080508438358183554e-01 9.775303111230312370e-01 7.263401351732956535e-01
1.560378800373221908e-01 8.839072953362416829e-01 5.382779446096908060e-01 5.417137113852906749e-01
9.586761993498605916e-01 8.597035219466678813e-01 9.606614680812738949e-02 6.927027088775496166e-02
4.440969397179290734e-01 5.793740102412163751e-01 5.123460250649097825e-01 8.695991492841018689e-01
2.670895470931215487e-01 2.061162706580562665e-01 2.825146248223095805e-02 8.088760020209985191e-01
6.704157411884617557e-02 2.328801715697814412e-01 7.917751744183118001e-01 6.670184682210676952e-01
9.712896088213563983e-01 4.369564631723011350e-01 5.191463511419577292e-01 2.197713138002513056e-01
8.979621881866460820e-01 6.566077562399950940e-02 4.258334971422506610e-01 2.238383735531105090e-01
6.885454204098945263e-01 9.460247268091046546e-01 5.118156735139403613e-02 2.433084542441359410e-01
4.709827213509265587e-01 4.704882305953553279e-01 3.962449587286583919e-01 9.077699865324385664e-01
3.230900741564099454e-01 9.909665414664715621e-01 3.054452950625516916e-01 1.497462234204701703e-01
5.662209879982406102e-01 5.524364026592138988e-01 9.955316719327451658e-01 5.053777464053409441e-01
4.982799127386907667e-01 1.998890823780409554e-01 3.749785067077544554e-01 3.722661699772863986e-02
4.181888554903540611e-01 1.023761492951964225e-01 8.016435500584483398e-01 2.394971294340343115e-01
7.993513442800195268e-01 7.020150451534954428e-01 8.307802741832197579e-01 6.135962887376049668e-01
2.318103707825827642e-01 1.922219913432522409e-01 7.809139728840417405e-01 7.631410996070677744e-01
3.915528566115593079e-01 3.643883481781425293e-01 3.515893067175623332e-01 7.461041739959621555e-02
7.359603436021687761e-01 7.883942604657883102e-01 9.526523941389041239e-01 7.935118418145841179e-01
7.261838881214303099e-01 9.861255022684863869e-01 9.090735975179412565e-01 3.096959642647677535e-01
9.616063024119729796e-01 7.944595848387605574e-01 1.913230197949625580e-02 6.099177774787755135e-01
7.560461102168694048e-01 2.610201369629000512e-01 9.932874901677182233e-01 7.529768084748497126e-01
9.691488001719426038e-01 5.647627217461246296e-01 7.271940623751674271e-02 5.624760856609694049e-01
9.134157610028472707e-01 8.712938048233299926e-02 6.694951426215049739e-02 3.040853200435355008e-01
1.465949675309886902e-01 5.115916068511521253e-01 3.253484150018318699e-01 7.185298908616779556e-01
1.051818098128988813e-02 9.267429327494184355e-01 2.337212506426215863e-01 1.247824491201433433e-01
8.212091633236523469e-01 9.582070402527610720e-02 7.583120909188985070e-01 7.128005550605917007e-01
9.244192870077588831e-01 3.309271599305526057e-01 2.662219068703082225e-01 7.697702869275566684e-01
9.169749823409778511e-01 6.218253258722883370e-01 2.887671369876808614e-01 6.449725993682358105e-01
5.135722090428357367e-01 2.257473669585143006e-01 7.860163419890692227e-01 8.005687754358069563e-01
9.970736936640881565e-01 9.701613308279400938e-01 4.931924386098258672e-01 4.739548723078879644e-01
5.080010295569143963e-01 8.509601492330504113e-01 4.664824621731025744e-01 1.719090843477347197e-01
3.090191954311680700e-01 2.140530786333115845e-02 6.704021745055084303e-01 3.245931031679717953e-03
1.878739784801953527e-01 3.207898585580786222e-01 2.496031285984010861e-01 6.300015106224267081e-01
5.237198407302894321e-01 5.006614390092390954e-01 9.315023266966548920e-01 7.833138284762903858e-01
9.310090944223786691e-01 2.386068714954477643e-01 2.422007736305305525e-01 9.819312522841996405e-01
6.534929678003359443e-01 6.262693407653553423e-01 1.980394543682137132e-01 4.419988539499459246e-01
4.838721162016590971e-01 5.729307749739331879e-01 8.596538365145099947e-01 5.836870444685700043e-01
1.173871361366878446e-01 3.138150348544085921e-01 9.827364173023306337e-01 1.980593709719827566e-01
4.541071502255584202e-01 6.493075943898257707e-01 6.205739693570675453e-01 6.179590769827726371e-01
9.829417089998587764e-01 8.226182292917997296e-01 5.850495556578657608e-01 5.723193863648753377e-01
9.486905083117469495e-01 8.625171020301245495e-01 4.305462708596024535e-01 1.059228057339083318e-01
6.849038573000948427e-01 8.865899188243094864e-01 5.411420342667929706e-01 8.360541420450907646e-01
8.808897345003847690e-01 1.224977432974404534e-01 4.637500950014834811e-02 4.352466338317692029e-01
3.616453916651983791e-01 7.094024955876516714e-01 4.700155238725072238e-01 5.301046890727227900e-01
4.399201811389406580e-01 3.577120628844723815e-01 2.087474461981285723e-01 5.869314474951858873e-01
6.340787377821157644e-01 9.532942649524681622e-01 5.709359918594758554e-01 2.256207104813780506e-01
3.140469976560228971e-01 6.157158472643579072e-01 2.226929448481536691e-02 2.654659669489395357e-01
6.005295678521717084e-01 8.946937358757605097e-01 4.955428013674284538e-01 8.145353843205924704e-01
7.223840996339309095e-01 1.082756601747036918e-01 7.316340580064331078e-01 4.175886305210454452e-01
4.237391731657168537e-01 5.580359727961257121e-01 3.944286730645512051e-01 5.102508457234696815e-01
8.880335198916305961e-01 2.792053623790109462e-01 7.186989662515110844e-01 4.075954515336547290e-01
4.335635918040397357e-02 5.883376036689282884e-01 3.438155643347365897e-01 9.117856247438598238e-01
1.445073274188277135e-01 5.311569324822098537e-01 6.682082086593851278e-01 3.881587415532282703e-01
3.256354771192915831e-01 6.383647393668308023e-01 3.637770966988031485e-01 4.019611257670963611e-01
7.940825411423003688e-01 1.316639589881194727e-01 5.086129384801186815e-01 2.037945135279640996e-01
2.516736108179950526e-01 2.833141696112340124e-01 5.500447899549436581e-01 4.216852489437461493e-01
8.046273268236487919e-01 4.962619117462699347e-02 5.909652380038191710e-01 6.383725515267827388e-01
7.436137470708341635e-01 8.670966147675048807e-01 4.073537944000406585e-01 3.546923559461718778e-01
1.255463982557985525e-01 8.312516125220007490e-01 5.472147149834698521e-01 6.864920228696747007e-01
5.482212657566742919e-01 4.421048177228092957e-01 1.747149588840670176e-01 9.978830605431771028e-01
3.569873336623731741e-01 4.994479655240735561e-01 6.415240054117120616e-01 8.977865025212448113e-01
3.861450435398245395e-01 3.436899227744501517e-01 8.978896439261200291e-01 4.851743302310971284e-01
7.343985841258658942e-01 4.285843785225093017e-01 6.636155636728767737e-01 5.208466124453040580e-01
5.408695428693978124e-01 7.384125466167706930e-01 2.999518880737510051e-01 8.775071573983157514e-01
3.979573259186987011e-01 4.513670130164346705e-01 2.907058145084023826e-01 5.276322906351783582e-01
5.394406890605298877e-01 6.099563317681906682e-02 8.003799608574203861e-03 4.145821546655554801e-01
8.717872408573599241e-01 1.275185088605420292e-01 6.564899667241461678e-01 8.176626584041206680e-01
8.122008776982932998e-01 8.962561091326922691e-01 8.630443298307536315e-01 9.261396408874753572e-01
9.869891024219485942e-01 1.464905340808485834e-01 7.142560319431944249e-01 6.483774994686347659e-01
1.229311723701956294e-01 6.740897818364184335e-01 8.948991055906550807e-02 3.950886890324993850e-01
1.142645138153954854e-01 7.953406917529846909e-02 4.233579735490931029e-01 9.486600856552617200e-01
